year,PheWAS_code,PheWAS_name,total_burden_in_million,publication,trial,ROI
2002,752.2,Other specified congenital anomalies of nervous system,666705.25,639,1,0.712008595
2002,723.1,Torticollis,557066.8125,45,0,712.774353
2002,386,Vertiginous syndromes and other disorders of vestibular system,78942.39844,29,0,22.20851135
2002,416,Cardiomegaly,1505396.25,285,0,822.0307007
2002,695.21,Dermatitis herpetiformis,27806.46875,102,1,0.007758434
2002,593,Hematuria,6855879,184,0,26407.75
2002,252,Disorders of parathyroid gland,40887.9375,27,0,6.399003506
2002,275.2,Disorders of copper metabolism,16927.84766,25,0,1.184503436
2002,706.3,Seborrhea,90130.08594,33,0,25.44137383
2002,612.1,Galactorrhea,150495.5938,0,0,234149.9688
2002,480.11,Pneumococcal pneumonia,569384.375,107,0,313.208313
2002,401.3,Other hypertensive complications,1792978.375,133,0,2498.689941
2002,218.2,Other benign neoplasm of uterus,433958.875,1698,29,0.003952353
2002,512.7,Shortness of breath,6539825.5,338,2,65.08084869
2002,290.1,Dementias,114253.875,112,0,12.04846191
2002,300.4,Dysthymic disorder,12684155,43,2,1923.995728
2002,609.11,Azoospermia and oligospermia,171742.5156,179,0,17.03432274
2002,180,Cervical cancer and dysplasia,9018.474609,1185,22,3.22E-06
2002,602,Other disorders of prostate,211827.1094,571,4,0.020259164
2002,817,Concussion,1734869.875,354,2,4.372891426
2002,226,Benign neoplasm of thyroid glands,690922.6875,68,0,725.6591187
2002,604.1,Redundant prepuce and phimosis/BXO,1588525.125,34,0,7670.578613
2002,316,Substance addiction and disorders,4917076,3766,37,0.179332823
2002,292.6,Hallucinations,105280.1875,176,2,0.032389659
2002,915,Superficial injury without mention of infection,14120028,1393,2,73.61516571
2002,189,Cancer of urinary organs (incl. kidney and bladder),21324.15039,384,7,0.000174634
2002,526.1,Cysts of the jaws,268348.9688,20,0,372.0482788
2002,292.1,Aphasia/speech disturbance,1403592.375,217,2,4.669310093
2002,695.9,Unspecified erythematous condition,91461.46094,186,0,4.649288177
2002,218.1,Uterine leiomyoma,9433150,351,5,52.31217194
2002,558,Noninfectious gastroenteritis,9278935,211,1,417.6557312
2002,1011,Complications of surgical and medical procedures NOS,3095156.75,6324,1,1.550593376
2002,627.4,Premenopausal menorrhagia,427520.1875,100,3,0.627696693
2002,428,Congestive heart failure; nonhypertensive,194256.9375,2034,39,0.000491666
2002,574.3,Cholecystitis without cholelithiasis,3895759.75,139,0,11287.16309
2002,695.81,Erythema nodosum,61301.22266,26,0,14.93634892
2002,290.16,Vascular dementia,164678.7969,265,3,0.035147395
2002,379.3,Aphakia and other disorders of lens,334190.25,54,0,213.7764587
2002,521,Diseases of hard tissues of teeth,19965.9082,98,0,0.420488566
2002,443,Peripheral vascular disease,23053.58203,406,7,0.000193049
2002,346,Abnormal findings on study of brain and/or nervous system,538778.75,79,0,379.8265991
2002,117.4,Aspergillosis,216281.0781,333,3,0.048245829
2002,559,Ileostomy status,464055.0625,56,0,397.484314
2002,735.4,Other acquired deformities of ankle and foot,830500,321,2,1.105124235
2002,253.2,Pituitary hypofunction,3383847.5,126,7,13.40124035
2002,244.2,Acquired hypothyroidism,365320.6875,23,4,1.495319486
2002,477,Epistaxis or throat hemorrage,1664630.875,63,0,4546.455078
2002,578.2,Blood in stool,3877587.5,543,4,7.138673782
2002,187.1,Malignant neoplasm of unspecified male genital organ,88496.94531,121,0,6.690858841
2002,690.1,Seborrheic dermatitis,892610.4375,33,0,2495.3125
2002,281,Other deficiency anemia,28725.39063,33,0,2.584240437
2002,870.1,Open wound or laceration of eye or eyelid,633472.625,217,0,191.1712189
2002,384.4,Perforation of tympanic membrane,1131320.25,28,1,46.77170181
2002,526,Diseases of the jaws,13810.89551,69,0,0.285744667
2002,735.21,Hammer toe (acquired,2866076.75,2,0,422499.375
2002,714,Rheumatoid arthritis and other inflammatory polyarthropathies,644685.5,371,48,0.024122648
2002,938.2,Chronic dermatitis due to solar radiation,270388.2813,12,0,629.3311157
2002,442.2,Aneurysm of iliac artery,74852.34375,50,0,11.58245087
2002,8.52,Intestinal infection due to C. difficile,306878.8125,78,1,1.235687613
2002,383,Otosclerosis,424211.25,39,1,4.721865654
2002,571.51,Cirrhosis of liver without mention of alcohol,986787.25,225,3,1.486364126
2002,427.61,Supraventricular premature beats,200669.2656,10,0,415.8858643
2002,495.2,Asthma with exacerbation,4360471,72,0,27297.35352
2002,305.1,Tension headache,678523.3125,72,0,660.9724121
2002,577.2,Chronic pancreatitis,517381.5313,0,2,13768.04395
2002,971,Poisoning by drugs primarily affecting the autonomic nervous system,27655.5625,946,1,0.00082755
2002,275.6,Hypercalcemia,343609.2188,169,1,0.715059817
2002,643.1,Hyperemesis gravidarum,930441.8125,40,0,2236.950684
2002,291.1,Transient mental disorders due to conditions classified elsewhere,167333.625,11,1,2.603180408
2002,729.3,Panniculitis,77282.03906,26,0,23.73904991
2002,229,Benign neoplasm of unspecified sites,698665,6052,247,0.000337575
2002,249,Secondary diabetes mellitus,376.2242737,2091,139,5.03E-10
2002,696.2,Parapsoriasis,39975.55469,7,0,23.56771851
2002,379,Other disorders of eye,160939.8281,597,0,4.485305309
2002,442.4,Arterial dissection,16921.45898,44,0,0.672621608
2002,465,Acute upper respiratory infections of multiple or unspecified sites,22733678,1659,6,53.58735657
2002,440.2,Atherosclerosis of the extremities,1122596.375,0,0,13028480
2002,510,Other diseases of lung,3967388.25,406,8,5.003646851
2002,174.11,Malignant neoplasm of female breast,42305580,6117,161,1.878667355
2002,709.2,Sicca syndrome,201341.4063,285,0,14.70458126
2002,420.21,Acute pericarditis,360475.2813,107,0,125.5373993
2002,430.1,Subarachnoid hemorrhage,883064.75,371,6,0.361552626
2002,295,Schizophrenia and other psychotic disorders,1558945.125,2289,64,0.017147969
2002,362.23,Cystoid macular degeneration of retina,591365.1875,195,6,0.308479756
2002,709.4,Dermatomyositis and Polymyositis,770014.5625,187,3,1.088962793
2002,603.2,Spermatocele,243702.8438,2,0,3054.721924
2002,960.2,Allergy/adverse effect of penicillin,17126.45117,946,1,0.000317369
2002,8.5,Bacterial enteritis,179001.9375,560,1,0.0585659
2002,658,Problems associated with amniotic cavity and membranes,3360777.75,433,1,26.6997261
2002,277.5,Other disorders of lipoid metabolism,83461.05469,0,0,72013.55469
2002,564.1,Irritable Bowel Syndrome,2667807.25,5,4,366.2463074
2002,250,Diabetes mellitus,1279093.25,3723,149,0.003048887
2002,252.2,Hypoparathyroidism,62220.68359,31,0,12.90667152
2002,634.1,Missed abortion/Hydatidiform mole,4155989.25,75,1,235.6974335
2002,652,Malposition and malpresentation of fetus or obstruction,6107107.5,85,2,225.6584473
2002,480.13,MRSA pneumonia,369156.875,550,21,0.012191911
2002,835,Internal derangement of knee,18567894,340,0,104828.6875
2002,721.8,Other allied disorders of spine,199892.625,15,0,275.2069092
2002,565,Anal and rectal conditions,4029767.5,247,0,6796.604004
2002,250.11,Diabetes type 1 with ketoacidosis or uncontrolled diabetes,1865321.5,1650,45,0.048434891
2002,159.4,Malignant neoplasm of retroperitoneum and peritoneum,430687.25,105,0,182.6164703
2002,253.4,Anterior pituitary disorders,159173.1406,61,0,42.93238831
2002,816,Cerebral laceration and contusion,307410.4063,969,18,0.005598113
2002,290.12,Dementia with cerebral degenerations,55593.79688,142,3,0.007475045
2002,592.12,Chronic cystitis,458035.1875,2368,11,0.008319043
2002,505,Other pulmonary inflamation or edema,934060,332,4,0.677486241
2002,842,Other sprains and strains,1295990.625,162,1,10.61175156
2002,599.8,Other symptoms involving urinary system,269415.875,0,0,750400.125
2002,751.21,Cystic kidney disease,474994.8125,1739,33,0.004063279
2002,279.11,Deficiency of humoral immunity,2734989.75,101,3,25.43472672
2002,711,Arthropathy associated with infections,173240.4844,1095,51,0.000555484
2002,364.2,Corneal edema,275600.0938,44,1,1.766577005
2002,732,Osteochondropathies,1395412.25,291,7,0.986792028
2002,695.7,Lichen,168075.5625,102,0,28.62944221
2002,342,Hemiplegia,698727.625,298,5,0.338059962
2002,448,Disease of capillaries,165624.7031,446,9,0.007057117
2002,184.11,Malignant neoplasm of ovary,5319639.5,1514,57,0.338946551
2002,599.5,Frequency of urination and polyuria,2276160.25,33,0,16225.82227
2002,366,Cataract,6461535.5,526,6,13.65367317
2002,575.8,Other disorders of biliary tract,431003.4063,177,1,1.074208975
2002,213,Benign neoplasm of bone and articular cartilage,933220.1875,386,1,2.309376955
2002,274.2,Crystal arthropathies,9792.450195,229,0,0.04328873
2002,483,Acute bronchitis and bronchiolitis,13645923,662,3,96.6098175
2002,512.9,Other dypnea,8962603,153,1,537.3704224
2002,132.1,Pediculosis and phthirus infestation,56712.53125,64,0,5.194655418
2002,79.2,Infectious mononucleosis,544055.6875,64,0,478.0632629
2002,277.4,Disorders of bilirubin excretion,56131.28125,60,1,0.053741705
2002,427.3,Other specified cardiac dysrhythmias,3178128.25,167,3,20.77209854
2002,363.4,Choroidal degenerations,23223.36719,15,0,3.714635611
2002,348,Other conditions of brain,1588133.875,821,2,1.58006978
2002,334,Degenerative disease of the spinal cord,567924.375,260,2,0.638030469
2002,325,Phlebitis and thrombophlebitis of intracranial venous sinuses,29933.05469,2,0,46.08425522
2002,696,Psoriasis and related disorders,13658.95996,391,4,0.000123013
2002,370.1,Corneal ulcer,289460.5625,63,1,1.361113906
2002,214,Lipoma,1415164.5,178,0,1163.097168
2002,571.6,Primary biliary cirrhosis,147744.8906,172,1,0.129896194
2002,530.7,Gastroesophageal laceration-hemorrhage syndrome,175555.2969,6,0,530.1514282
2002,785,Abdominal pain,53428848,540,1,5410.96875
2002,362,Other retinal disorders,628009.875,373,3,0.363155395
2002,165.1,Cancer of bronchus; lung,15245739,3555,117,0.577669859
2002,571,Chronic liver disease and cirrhosis,9475.318359,983,9,1.05E-05
2002,433.2,Occlusion of cerebral arteries,488437.25,471,1,0.518456817
2002,841,Sprains and strains of back and neck,16976210,131,1,2251.656738
2002,282.5,Sickle cell anemia,533289.75,350,6,0.139771327
2002,686.5,Pyoderma,126715.8906,70,0,23.71093178
2002,588,Disorders resulting from impaired renal function,179991.2344,1163,33,0.000872409
2002,619.3,Noninflammatory disorders of cervix,649017.875,63,0,691.1149902
2002,681.1,Cellulitis and abscess of fingers/toes,3331251,309,0,3712.690186
2002,758.1,Chromosomal anomalies,853348.3125,1886,5,0.079674155
2002,707.3,Chronic ulcer of unspecified site,344868.8125,707,5,0.034712914
2002,290.2,Delirium due to conditions classified elsewhere,237157.875,112,8,0.064808555
2002,364.51,Fuchs' dystrophy,140703.1406,8,1,2.529881954
2002,990,Effects radiation NOS,433448.3438,533,2,0.181296661
2002,212,Benign neoplasm of respiratory and intrathoracic organs,666278.25,1159,3,0.131554008
2002,276.14,Hypopotassemia,509785.4375,109,0,246.4648743
2002,871,Open wounds of extremities,3800261,1964,5,1.517371655
2002,427.5,Arrhythmia (cardiac) NOS,2739828.75,715,7,1.548328757
2002,694.3,Vascular disorders of skin,35348.95313,44,0,2.935271502
2002,364.41,Keratoconus,326153.2188,62,0,177.3487396
2002,772,Symptoms of the muscles,1235676.375,13,0,12133.29395
2002,367.9,Blindness and low vision,332750.625,323,3,0.117733978
2002,726.3,Bursitis,1902557.75,47,1,78.81532288
2002,962.3,Hormones and synthetic substitutes causing adverse effects in therapeutic use,24456.74219,946,1,0.000647182
2002,624,Symptoms involving female genital tract,845944.5,2,0,36807.32031
2002,1012,Late effect,173853.4219,7,0,445.7537231
2002,496,Chronic airway obstruction,6981672.5,794,39,1.62691021
2002,550.5,Ventral hernia,2014091.125,135,1,30.75512314
2002,290.11,Alzheimer's disease,493022.125,2495,23,0.004377139
2002,375,Disorders of lacrimal system,758093.1875,74,0,802.7888184
2002,327.4,Insomnia,1374185.625,167,10,1.167779088
2002,528.6,Leukoplakia of oral mucosa,133558.9375,215,0,8.576968193
2002,275.5,Disorders of calcium/phosphorus metabolism,196662,9,0,443.7747803
2002,117,Mycoses,270080.1563,234,0,32.22533417
2002,270.2,Disorders of amino-acid metabolism,88950.25,296,0,2.763341188
2002,964,Poisoning by agents primarily affecting blood constituents,25941.5625,946,1,0.000728151
2002,696.41,Psoriasis vulgaris,2514681.25,391,4,4.169463158
2002,695.22,Pemphigus and pemphigoid,410619.6875,193,1,0.89417994
2002,619.5,Noninflammatory disorders of vulva and perineum,345141.5313,68,1,1.792862058
2002,521.4,Tooth complications likely association with other diseases,10346.29883,26,0,0.425477117
2002,560.2,Impaction of intestine,226727.0781,13,0,408.4848938
2002,783,Fever of unknown origin,6772207.5,733,5,12.91098595
2002,761,Neck pain,11708483,168,1,835.2015991
2002,513.4,Hyperventilation,256545.9844,76,0,89.51714325
2002,574,Cholelithiasis and cholecystitis,80630.98438,357,1,0.018640118
2002,317.1,Alcoholism,2070011.5,1100,16,0.251538247
2002,597.8,Urethral hypermobility/ISD,272597.8125,63,0,121.9219208
2002,471,Nasal polyps,1111238.625,94,1,13.44515228
2002,370,Keratitis,292191.1875,185,1,0.47235027
2002,228.1,Hemangioma of skin and subcutaneous tissue,694136.125,247,2,1.003287077
2002,512.1,Wheezing,628741.75,199,0,205.360199
2002,556.11,Angiodysplasia of intestine (without mention of hemorrhage),210352.0469,11,0,415.4824219
2002,520,Disorders of tooth development,343981.25,124,0,98.64141083
2002,350.6,Disturbances of sensation of smell and taste,126556.3125,64,0,25.86820602
2002,378.2,Nystagmus and other irregular eye movements,106977.6953,86,0,13.75574303
2002,585.3,Chronic renal failure [CKD],32380132,1997,33,16.44288445
2002,536,Disorders of function of stomach,93062.42969,620,8,0.001802869
2002,8.51,Intestinal e.coli,44619.86719,571,0,0.360461891
2002,747.13,Congenital anomalies of great vessels,929515.25,691,11,0.117405355
2002,840.3,Joint/ligament sprain,9024748,82,1,1016.549438
2002,366.1,Nonsenile Cataract,731820.75,487,6,0.189166233
2002,358.1,Myasthenia gravis,749875.375,161,3,1.199514031
2002,380,Disorders of external ear,282059.1875,5,0,1641.682983
2002,596.5,Functional disorders of bladder,823369,124,2,2.811789513
2002,242.3,Exophthalmos,141365.7188,125,0,16.52684784
2002,189.21,Malignant neoplasm of bladder,3650866.25,888,14,1.107598662
2002,368.2,Diplopia and disorders of binocular vision,507136.875,95,0,279.8514709
2002,394.12,Aortic stenosis/insufficiency,210172.8906,446,3,0.034016438
2002,367.2,Astigmatism,958184.9375,153,0,620.3338013
2002,427.2,Atrial fibrillation and flutter,28975.7207,125,0,0.69433701
2002,430.3,Subdural hemorrhage,347772.5313,84,0,148.8353424
2002,184,Cancer of other female genital organs,281035.1875,85,2,0.477861315
2002,529.1,Glossitis,149226.0313,13,0,176.953186
2002,278.4,Abnormal weight gain,906978.75,762,4,0.278314412
2002,281.11,Pernicious anemia,335949.4063,19,0,613.7791138
2002,394.11,Mitral stenosis/insufficiency,485026.9063,274,1,0.87880075
2002,361,Retinal detachments and defects,1682675.25,117,2,12.44595146
2002,158,Neoplasm of unspecified nature of digestive system,1345291.125,401,3,1.550091743
2002,170.2,Cancer of connective tissue,1893870.25,410,1,8.95429039
2002,871.2,Open wound of finger(s),4553130,1377,4,3.881370306
2002,149.9,Cancer of of nasal cavities,375664.0938,269,0,54.23472977
2002,709,Diffuse diseases of connective tissue,420071.375,120,1,1.505060434
2002,618.1,Prolapse of vaginal walls,1050927.125,86,0,1327.525146
2002,112.3,Candidiasis of skin and nails,145099.0156,12,0,181.2309875
2002,395.2,Nonrheumatic aortic valve disorders,2948183,358,2,12.48717403
2002,253.3,Posterior pituitary disorders,166552.6719,100,0,28.67518997
2002,130,Spirochetal infection,50157.375,164,1,0.015700897
2002,585.32,End stage renal disease,89.97369385,393,28,7.60E-10
2002,157,Pancreatic cancer,2596476.5,1272,40,0.136948168
2002,710.11,Acute osteomyelitis,544992.375,259,0,118.552536
2002,550,Abdominal hernia,485690.1875,215,4,0.282853872
2002,300.11,Generalized anxiety disorder,6634046.5,457,21,4.738618374
2002,230,Kaposi's sarcoma,184475.4844,223,1,0.156198949
2002,526.4,Temporomandibular joint disorders,347284.375,47,1,2.626064777
2002,532,Dysphagia,3639827,305,4,11.1982336
2002,401.22,Hypertensive chronic kidney disease,1808101.125,1101,33,0.092994057
2002,290.3,Other persistent mental disorders due to conditions classified elsewhere,656034.1875,11,1,40.01205063
2002,411.4,Coronary atherosclerosis,35130724,1447,62,14.21960354
2002,533,Heartburn,565621.75,47,1,6.966059208
2002,381.11,Suppurative and unspecified otitis media,14692466,305,7,104.3767548
2002,957,Injury to other and unspecified nerves,29191.72852,1261,4,0.000174222
2002,385.5,Tympanosclerosis and middle ear disease related to otitis media,148076.5469,143,34,0.004660646
2002,481,Influenza,1646968.625,473,10,0.59226042
2002,288.11,Neutropenia,2736162,578,11,1.216206908
2002,938,Dermatitis due to solar radiation,305735.9063,24,0,402.4827576
2002,714.1,Rheumatoid arthritis,9066184,1847,48,0.958284795
2002,286.1,Congenital coagulation defects,7538105.5,384,11,13.89444065
2002,289.9,Abnormality of red blood cells,68217.9375,96,2,0.024930509
2002,728.1,Muscular calcification and ossification,81005.58594,16,0,42.37260437
2002,276.5,Hypovolemia,4457100,246,0,8348.30957
2002,704.8,Other specified diseases of hair and hair follicles,1025588.438,25,0,4347.89502
2002,711.2,Arthropathy in Reiter's disease,56288.44141,61,0,5.368883133
2002,729,Other disorders of soft tissues,655151.75,530,4,0.208786204
2002,1004,Other signs and symptoms involving emotional state,124329.5859,0,0,159806.8906
2002,71,Human immunodeficiency virus [HIV] disease,672024.8125,412,3,0.376480818
2002,473,Diseases of the larynx and vocal cords,1248927,144,1,11.08681202
2002,473.3,Paralysis/spasm of vocal cords or larynx,325627.125,103,1,1.053627133
2002,592.2,Urethritis and urethral syndrome,442585.9688,343,0,59.03846741
2002,750.21,Congenital anomalies of intestine,399261.4375,131,0,125.7931061
2002,610.2,Fibroadenosis of breast,700100.9375,48,0,1055.446289
2002,619.4,Noninflammatory disorders of vagina,1090190.5,72,0,1706.312256
2002,592.11,Acute cystitis,756556.8125,497,2,0.592336416
2002,830,Dislocation,23530118,588,0,97344.17188
2002,701.4,Keloid scar,569461.375,306,4,0.273209006
2002,261.3,Vitamin C deficiencies,2476.071777,24,0,0.026398595
2002,726.2,Synoviopathy,1055026.75,46,0,2501.043457
2002,599.6,Oliguria and anuria,28134.49023,191,0,0.428418785
2002,389.1,Sensorineural hearing loss,3701408.75,387,0,3659.809082
2002,512,Other symptoms of respiratory system,7641.485352,647,3,3.10E-05
2002,735.22,Claw toe (acquired),75866.57031,2,0,296.0406799
2002,626.13,Irregular menstrual cycle,2304891.75,213,0,2578.384277
2002,145.2,Cancer of tongue,886768.5625,136,1,5.917999744
2002,733.4,Aseptic necrosis of bone,697759.75,108,5,0.930157721
2002,771.2,Cramp of limb,214702.7656,35,1,1.347747087
2002,754,Congenital musculoskeletal deformities of spine,280730.25,54,0,150.8518982
2002,303.4,Somatoform disorder,378432.0313,348,1,0.421220243
2002,689,Disorder of skin and subcutaneous tissue NOS,1998706.625,743,5,1.109461546
2002,695.6,Prurigo,288395.6875,20,0,429.7114868
2002,272.12,Hyperglyceridemia,505881.75,7,0,3774.213623
2002,287,Purpura and other hemorrhagic conditions,205338.7969,191,9,0.025328394
2002,696.4,Psoriasis,17634.90234,707,5,9.08E-05
2002,1008,Crushing or internal injury to organs,1257810.375,2073,8,0.098501533
2002,297,Suicidal ideation or attempt,17438.50391,145,2,0.001078626
2002,282,Hereditary hemolytic anemias,15468.24316,21,1,0.011656848
2002,425.2,Secondary/extrinsic cardiomyopathies,213179.0469,437,7,0.015336495
2002,426.2,Atrioventricular [AV] block,508099.875,205,0,130.1876068
2002,252.1,Hyperparathyroidism,633772.3125,283,6,0.244138762
2002,938.1,Acute dermatitis due to solar radiation,167404.0625,97,0,29.86496353
2002,975,Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system,41658.96875,946,1,0.001877788
2002,728.71,Contracture of palmar fascia,660108.125,22,0,2046.711426
2002,452,Other venous embolism and thrombosis,2187897,1541,30,0.107011095
2002,250.7,Diabetic retinopathy,3299090.25,362,3,10.3263731
2002,705.8,Hyperhidrosis,547628.25,80,1,3.836653471
2002,706,Diseases of sebaceous glands,84661.41406,2,0,368.6562195
2002,594,Urinary calculus,414817.7188,86,1,2.047815323
2002,614.32,Chronic inflammatory pelvic disease,523127.4375,0,0,2829186.25
2002,450,Noninfectious disorders of lymphatic channels,745682.125,557,9,0.114542387
2002,344,Other paralytic syndromes,1195873,612,10,0.241337046
2002,691,Congenital anomalies of skin,407432.5313,68,0,252.3394623
2002,261.2,Vitamin B-complex deficiencies,244101.875,63,0,97.7640686
2002,586.4,Stricture/obstruction of ureter,842452.375,89,0,824.3248901
2002,716.1,Unspecified polyarthropathy or polyarthritis,127664.0469,371,48,0.000945946
2002,286,Coagulation defects,790648.8125,179,7,0.515013337
2002,749,Congenital anomalies of face and neck,1641495.625,692,0,402.5442505
2002,731,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,27649.38477,295,5,0.00053474
2002,755.1,Congenital deformities of feet,986564.625,199,3,1.679794669
2002,272.11,Hypercholesterolemia,15244215,679,30,11.79001999
2002,743.2,Pathologic fracture,374144.8125,138,0,104.861351
2002,743.4,Stress fracture,155977.0781,86,1,0.289532751
2002,378,Strabismus and other disorders of binocular eye movements,456608.0313,271,0,79.53315735
2002,155,Cancer of liver and intrahepatic bile duct,490073,2529,22,0.004460643
2002,610.8,Other specified benign mammary dysplasias,417011.1563,202,0,88.99568939
2002,345.12,Partial epilepsy,1154728.875,186,4,1.848101854
2002,521.1,Dental caries,1616958.875,625,1,4.281896114
2002,327.1,Hypersomnia,261005.9063,79,0,89.13846588
2002,193,Thyroid cancer,1867908.125,822,3,1.457853675
2002,337,Disorders of the autonomic nervous system,139750.4844,371,2,0.027075188
2002,686.3,Pilonidal cyst,1514875.375,49,1,47.92854691
2002,241.1,Nontoxic uninodular goiter,1919685,122,1,30.91645241
2002,961,Poisoning by other anti-infectives,21680.37695,946,1,0.000508584
2002,557.9,Intestinal malabsorption NOS,301636.1563,61,0,154.1744232
2002,755,Congenital anomalies of limbs,24125.55469,72,1,0.008273456
2002,691.3,Congenital pigmentary anomalies of skin,46842.02734,0,0,22683.90625
2002,312,Conduct disorders,3220807,79,1,134.3917236
2002,715,Other inflammatory spondylopathies,231777.6094,60,6,0.153989598
2002,184.1,Malignant neoplasm of ovary and other uterine adnexa,384667.8438,192,17,0.046837118
2002,418,Nonspecific chest pain,47450268,302,2,3834.47998
2002,560.3,Peritoneal or intestinal adhesions,1219641.875,200,2,3.825281858
2002,701.3,Circumscribed scleroderma,129600.5625,70,2,0.123396881
2002,427.21,Atrial fibrillation,6821837,840,11,5.202084541
2002,580.31,Nephritis and nephropathy in diseases classified elsewhere,46760.3125,1101,33,6.22E-05
2002,353.1,Nerve plexus lesions,601717.0625,13,0,2877.092773
2002,370.31,Keratoconjunctivitis sicca,312964.5625,24,1,4.175642967
2002,287.32,Secondary thrombocytopenia,156211.9375,499,4,0.012607277
2002,695.3,Rosacea,1814097.875,32,1,105.2351837
2002,592.1,Cystitis,698814.25,85,1,5.880017757
2002,585.2,Renal failure NOS,972477.25,393,28,0.08881548
2002,555.2,Ulcerative colitis,3131351,498,9,2.259160757
2002,280,Iron deficiency anemias,17590.50586,311,3,0.000341714
2002,425,Cardiomyopathy,46651.35938,437,7,0.000734456
2002,433.1,Occlusion and stenosis of precerebral arteries,3607109.5,840,6,2.664441347
2002,110.11,Dermatophytosis of nail,3151267.25,71,1,143.1449738
2002,753.2,Congenital anomalies of posterior segment of eye,49547.99609,21,0,12.08016014
2002,969,Poisoning by psychotropic agents,735488.5,946,1,0.585303605
2002,371,Inflammation of the eye,142213.7656,531,5,0.0078594
2002,536.3,Gastroparesis,270388.75,41,1,1.824789166
2002,760,Back pain,31031728,766,9,144.2444916
2002,1015,Effects of other external causes,907843.4375,632,0,134.8169403
2002,204,Leukemia,827492.75,6004,162,0.000727766
2002,527.7,Disturbance of salivary secretion,44535.8125,29,0,7.068342209
2002,380.1,Otitis externa,2883988.75,39,0,22042.3418
2002,585.1,Acute renal failure,1402966.75,484,3,1.396755695
2002,798,Malaise and fatigue,12035998,429,12,29.06700516
2002,578,Gastrointestinal hemorrhage,13600.07324,543,4,8.78E-05
2002,595,Hydronephrosis,1278739.5,129,0,1310.349976
2002,690,Erythematosquamous dermatosis,80194.67188,31,0,21.44054413
2002,613.9,Breast disorder NOS,590836.5625,213,1,1.677489877
2002,562.2,Diverticulitis,3341029,45,1,253.8497162
2002,789,Nausea and vomiting,6334639,493,8,10.50514412
2002,191.11,Cancer of brain,3853398.75,1868,14,0.586566269
2002,283,Acquired hemolytic anemias,132323.3438,104,0,17.4038105
2002,382,Otalgia,1901644.75,13,0,28736.11328
2002,799,Debility unspecified,538800.4375,13,2,11.47701645
2002,638,Other high-risk pregnancy,1734318,211,0,1473.672485
2002,318,Tobacco use disorder,575949.375,265,13,0.099466212
2002,79,Viral infection,9527738,3477,22,1.226309538
2002,871.4,Open wound of toe(s),338777.9375,1329,5,0.017820127
2002,568,Other disorders of peritoneum,233072.5781,157,0,35.76857376
2002,381.1,Otitis media,8098709,111,1,604.776062
2002,360,Disorders of the globe,94918.50781,377,0,2.470560074
2002,620,Dysplasia of female genital organs,105169.1094,72,0,15.87925529
2002,524.3,Anomalies of tooth position/malocclusion,661226.75,496,0,91.12905884
2002,415,Pulmonary heart disease,757830.5,571,9,0.115404338
2002,622,Polyp of female genital organs,76314.875,72,0,8.36126709
2002,572,Ascites (non malignant),767580.625,0,2,30303.89453
2002,172.2,Other non-epithelial cancer of skin,8452232,39,0,189327.3906
2002,246,Other disorders of thyroid,904190.8125,291,2,1.444983006
2002,613.1,Inflammatory disease of breast,705613.875,71,1,7.176949501
2002,287.3,Thrombocytopenia,901694.8125,499,4,0.420060694
2002,537,Other disorders of stomach and duodenum,671315.375,858,5,0.108385101
2002,528.5,Diseases of lips,167560.7031,42,0,69.09365845
2002,180.3,Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],5518363.5,292,2,53.63809967
2002,529.6,Glossodynia,22222.18555,2,0,25.39943504
2002,782.3,Edema,2345078.5,575,8,1.234392762
2002,527.2,Sialoadenitis,467972.3125,37,0,611.7412109
2002,723,Other disorders of cervical region,714260.5625,0,0,5274240
2002,527,Diseases of the salivary glands,33211.16016,556,2,0.001020319
2002,610.1,Cystic mastopathy,6575409,48,0,93102.28125
2002,425.1,Primary/intrinsic cardiomyopathies,2835058,467,7,2.538202286
2002,686.2,Impetigo,561885,27,0,1208.416992
2002,755.3,Congenital anomaly of fingers/toes,301614.2188,469,3,0.066619523
2002,627.2,Symptomatic menopause,5145342,488,0,5608.493652
2002,788,Syncope and collapse,8335085.5,173,2,206.537735
2002,557,Intestinal malabsorption,77970.15625,61,0,10.30154419
2002,427.7,Tachycardia NOS,1105235.875,182,3,2.305125952
2002,496.21,Obstructive chronic bronchitis,3027972.75,794,39,0.306019127
2002,603.1,Hydrocele,934720.625,26,0,3472.720215
2002,447.1,Stricture of artery,817436.6875,406,7,0.242716864
2002,870,Open wounds of head; neck; and trunk,2108949.75,1443,5,0.636021674
2002,278.11,Morbid obesity,2547781.5,326,2,10.24103546
2002,800.2,Fracture of unspecified part of femur,1331412,227,0,807.2841797
2002,655,Known or suspected fetal abnormality affecting management of mother,5565644.5,2068,1,15.33216381
2002,578.1,Hematemesis,312428.625,21,0,480.3105164
2002,720.1,Spinal stenosis of lumbar region,4569894,125,1,170.998642
2002,856,Vascular complications of surgery and medical procedures,347317.8125,406,7,0.043817326
2002,702.1,Actinic keratosis,4384123,0,1,1967390.75
2002,614.53,Cyst or abscess of Bartholin's gland,387555.7813,717,0,21.65657234
2002,315.2,Speech and language disorder,1711991.75,438,3,2.298260689
